,id,pred
389,9262,0.8
390,7256,0.8
391,11376,0.4
392,12251,1.2
393,14294,1.4
394,2346,1.0
395,6375,0.2
396,15042,1.4
397,9290,1.0
398,11836,1.4
399,9395,0.6
400,1694,0.8
401,13773,0.6
402,1536,0.2
403,11644,0.2
404,12589,1.0
405,8241,1.0
406,4487,1.2
407,13077,1.6
408,3540,1.0
409,417,0.8
410,8370,0.2
411,6009,0.2
412,12075,0.6
413,2293,1.0
414,14000,0.4
415,12414,2.4
416,7895,0.8
417,13933,1.2
418,8150,0.4
419,1304,0.4
420,9083,0.4
421,512,1.0
422,11704,0.8
423,2654,0.2
424,11397,0.6
425,12331,0.2
426,781,1.2
427,6279,0.2
428,10265,0.6
429,14256,1.4
430,12685,0.6
431,4188,0.6
432,5834,0.2
433,10452,1.2
434,9558,0.6
435,7797,0.2
436,7456,1.2
437,3525,0.4
438,10770,0.6
439,1710,1.2
440,10237,0.6
441,8931,0.6
442,6834,0.8
443,4106,0.8
444,1621,0.8
445,7976,0.2
446,4182,0.6
447,3468,1.0
448,1859,1.4
449,9974,0.8
450,1472,0.2
451,503,0.6
452,8557,0.2
453,7709,0.2
454,8346,0.2
455,33,1.0
456,1398,0.6
457,7110,1.0
458,65,1.0
459,11861,0.8
460,1955,1.4
461,2217,0.4
462,11510,1.0
463,11828,0.8
464,4745,1.0
465,6855,0.2
466,11488,0.6
467,13692,0.8
468,13746,0.6
469,3466,1.4
470,14025,2.0
471,1297,0.6
472,3480,0.2
473,13490,0.6
474,3825,1.2
475,5413,1.0
476,7601,0.4
477,5762,0.8
478,2240,0.6
479,12882,0.4
480,2881,0.4
481,5908,1.0
482,2500,0.4
483,10338,0.6
484,1618,1.4
485,7037,1.0
486,1970,1.0
487,11792,1.6
488,85,0.6
489,13347,0.6
490,1157,0.6
491,9272,1.2
492,1308,0.8
493,13547,1.0
494,8200,0.8
495,12348,0.4
496,7279,0.8
497,5321,1.0
498,812,1.0
499,3137,1.8
500,11358,1.4
501,9148,1.0
502,1356,1.0
503,2142,1.2
504,11678,0.0
505,13832,1.2
506,9463,0.4
507,5433,0.4
508,8934,0.8
509,4675,1.2
510,7297,0.2
511,6468,0.6
512,135,0.8
513,6193,1.0
514,12757,1.2
515,11692,0.6
516,3993,0.6
517,11922,0.6
518,14379,1.0
519,11226,0.6
520,3081,0.2
521,7046,1.2
522,10647,0.2
523,1365,0.2
524,8807,1.0
525,10717,0.8
526,14853,1.4
527,2595,0.4
528,5888,0.8
529,10656,0.4
530,10881,1.2
531,5891,0.2
532,6870,0.2
533,1752,0.8
534,4308,1.2
535,7198,0.2
536,4124,0.4
537,6738,1.0
538,3386,1.0
539,4995,0.4
540,6544,0.6
541,3713,1.2
542,12947,0.6
543,11565,0.4
544,6914,0.4
545,14904,0.4
546,12767,0.8
547,9940,1.8
548,4206,0.4
549,5229,1.6
550,9072,0.4
551,6706,0.4
552,14369,1.0
553,8226,1.4
554,3191,0.8
555,4864,1.4
556,7632,0.4
557,1045,1.0
558,10369,1.0
559,3085,1.4
560,10882,0.2
561,11203,1.4
562,2601,0.6
563,12694,0.6
564,4438,1.0
565,4970,1.4
566,1089,1.0
567,1442,0.2
568,14516,0.4
569,13127,0.4
570,9360,1.2
571,14837,0.6
572,10666,0.4
573,12250,0.4
574,8965,1.2
575,6268,1.6
576,13817,1.0
577,14996,0.4
578,6867,1.2
579,13845,0.4
580,5082,0.6
581,4056,0.6
582,13161,0.8
583,550,0.8
584,14088,0.4
585,7290,0.4
586,2058,1.0
587,4868,0.2
588,11199,0.8
589,708,1.2
590,15022,0.4
591,1573,0.6
592,13998,0.4
593,9820,0.4
594,7878,1.2
595,12884,0.6
596,3946,0.8
597,4059,0.4
598,8549,0.2
599,4657,1.2
600,4986,1.0
601,989,0.2
602,1092,0.8
603,3762,0.8
604,207,1.0
605,1899,0.4
606,11327,1.2
607,2103,0.2
608,6014,0.8
609,13656,1.2
610,2001,1.0
611,2465,0.6
612,12746,0.8
613,1191,1.6
614,10802,0.6
615,7085,1.6
616,12514,1.0
617,11278,1.0
618,11917,0.6
619,2964,1.0
620,4735,0.4
621,12015,0.4
622,9100,0.6
623,7111,0.0
624,13737,0.6
625,4783,0.2
626,12763,1.2
627,3279,0.6
628,1429,0.8
629,14921,1.2
630,6454,0.8
631,3461,0.2
632,2755,1.2
633,529,1.2
634,6081,0.6
635,1628,1.0
636,7967,1.2
637,1538,0.6
638,4826,0.6
639,12962,0.4
640,9614,1.0
641,13424,1.2
642,10929,0.6
643,7374,1.4
644,2170,0.2
645,3006,1.0
646,5007,0.6
647,8296,0.6
648,11212,1.2
649,4524,1.0
650,12430,0.8
651,9301,0.2
652,13251,0.6
653,14597,0.2
654,155,0.6
655,1318,0.6
656,13427,1.0
657,976,0.6
658,15051,1.2
659,10405,1.0
660,8785,0.8
661,11713,1.0
662,8914,0.6
663,4858,0.6
664,7902,1.2
665,8529,0.6
666,3351,0.6
667,3841,1.0
668,12344,1.0
669,10107,0.6
670,6808,0.4
671,2369,1.0
672,9861,1.2
673,14699,0.8
674,3026,1.2
675,5956,0.4
676,11449,1.0
677,14961,0.2
678,3887,0.4
679,6023,1.0
680,925,1.0
681,14040,0.8
682,13220,1.2
683,8323,0.8
684,11055,1.2
685,9520,0.4
686,10809,0.4
687,2879,0.4
688,4133,0.4
689,7247,0.6
690,14600,0.4
691,10218,1.0
692,2099,0.2
693,9091,0.6
694,10607,0.2
695,14174,1.0
696,4005,1.2
697,11864,1.4
698,7564,1.4
699,7006,1.0
700,771,1.2
701,10546,0.4
702,8171,0.4
703,7355,0.6
704,13184,0.4
705,6378,0.4
706,1419,0.6
707,1908,0.6
708,9074,0.6
709,6783,1.2
710,12001,0.2
711,6577,0.4
712,4385,0.8
713,7770,0.8
714,12074,1.2
715,1533,1.6
716,14534,0.2
717,11473,1.2
718,3725,0.2
719,11179,2.0
720,5859,1.4
721,643,0.8
722,14945,1.0
723,7040,0.6
724,10803,1.2
725,14964,0.6
726,5748,1.4
727,3056,0.6
728,11503,1.6
729,9594,0.2
730,13904,0.2
731,13265,1.4
732,14521,1.0
733,1311,0.8
734,9651,0.6
735,8147,1.0
736,7619,0.8
737,8417,1.6
738,5971,1.2
739,171,0.6
740,397,0.8
741,13134,0.6
742,9987,1.2
743,9161,0.4
744,13196,1.0
745,2650,1.0
746,1880,1.2
747,11388,0.2
748,9364,0.6
749,4643,1.0
750,5790,0.6
751,13708,1.2
752,7587,0.4
753,9955,1.2
754,14119,0.4
755,279,0.4
756,1344,0.6
757,8288,1.0
758,8612,1.4
759,13534,1.0
760,2838,1.0
761,10512,1.0
762,10164,0.6
763,3432,0.4
764,4843,1.0
765,11395,0.0
766,2692,0.6
767,3420,0.8
768,4452,1.2
769,7479,1.0
770,5259,1.2
771,4014,0.6
772,14633,0.8
773,2672,1.6
774,8979,0.2
775,6443,0.2
776,14660,1.2
777,10256,0.2
778,13418,1.2
779,3401,0.2
780,5934,0.2
781,1961,1.5
782,2522,1.4
783,12129,0.8
784,4398,0.6
785,9860,1.2
786,13173,0.2
787,4190,1.0
788,9303,0.2
789,10787,1.0
790,6451,0.8
791,1750,1.2
792,13126,0.6
793,7959,0.6
794,4184,1.0
795,10312,0.6
796,12537,0.2
797,11027,1.0
798,7826,1.0
799,7925,0.4
800,11847,0.6
801,10628,0.6
802,7929,0.8
803,4586,0.8
804,4848,1.0
805,10967,0.6
806,12393,0.2
807,12114,0.4
808,634,0.8
809,13182,0.6
810,2096,0.2
811,5031,0.8
812,10311,1.6
813,35,1.0
814,6178,1.0
815,5222,0.2
816,8754,1.2
817,80,1.0
818,7194,0.2
819,1612,0.8
820,5398,1.0
821,13680,1.0
822,1292,0.2
823,9862,0.6
824,5846,0.8
825,2604,1.6
826,14543,0.6
827,5267,1.0
828,27,0.6
829,50,1.2
830,3490,1.4
831,11538,0.2
832,10030,0.2
833,8253,0.4
834,13241,0.4
835,6746,0.6
836,12108,1.4
837,10300,0.4
838,14834,1.2
839,11995,0.8
840,3260,0.8
841,7534,1.2
842,5414,0.4
843,2541,0.4
844,9798,0.4
845,14915,0.8
846,1027,0.6
847,1459,0.4
848,13911,0.8
849,11225,0.6
850,4683,1.0
851,2817,0.6
852,3409,0.4
853,7990,0.8
854,14061,0.6
855,14203,0.4
856,8959,1.2
857,14087,0.6
858,10602,0.8
859,8322,1.4
860,5739,0.6
861,5390,1.0
862,14965,0.6
863,7581,1.2
864,13453,1.4
865,1056,1.4
866,5875,1.2
867,8291,1.0
868,11162,1.6
869,7837,1.0
870,3209,0.4
871,3051,0.8
872,10976,1.4
873,4736,0.6
874,10523,0.6
875,9563,0.8
876,7778,1.4
877,829,0.8
878,10538,0.0
879,1744,0.4
880,2175,1.0
881,421,0.4
882,8751,0.8
883,14293,0.6
884,4909,1.2
885,13055,1.0
886,2232,0.4
887,965,0.8
888,10431,0.6
889,12914,1.2
890,5086,1.0
891,6573,1.4
892,7991,0.4
893,11860,0.2
894,2837,1.4
895,2085,0.2
896,6563,0.6
897,3898,0.6
898,5765,0.4
899,4645,0.4
900,2727,1.0
901,10558,0.4
902,14747,1.0
903,13554,0.2
904,14015,0.2
905,10834,0.4
906,9233,1.4
907,13893,1.4
908,8830,1.2
909,2845,1.0
910,8949,2.4
911,6034,1.0
912,7338,0.8
913,6213,1.2
914,11841,0.4
915,9560,0.4
916,6124,0.6
917,10208,1.0
918,8465,0.6
919,9892,0.6
920,11123,1.2
921,5760,1.2
922,5008,1.6
923,10898,1.8
924,8153,0.4
925,10144,0.6
926,4759,0.4
927,737,2.2
928,12341,1.2
929,11594,1.2
930,8896,1.4
931,9030,0.2
932,4459,0.6
933,10202,0.6
934,6841,1.0
935,9532,1.0
936,10653,0.8
937,6724,0.6
938,2640,0.6
939,5751,0.2
940,12355,0.8
941,7948,1.0
942,8605,1.0
943,13236,1.0
944,9246,0.6
945,7245,0.6
946,12847,1.0
947,4662,0.8
948,1213,1.2
949,7284,0.6
950,2536,0.4
951,1407,0.4
952,5475,0.8
953,7482,0.6
954,8938,0.6
955,8911,0.8
956,6113,1.4
957,10046,0.2
958,14936,0.6
959,5266,1.4
960,10662,0.4
961,11248,0.0
962,10938,0.6
963,9261,0.4
964,8182,1.2
965,6028,1.2
966,258,0.8
967,14329,0.6
968,4411,0.6
969,12278,0.2
970,14842,1.0
971,10151,1.0
972,4073,0.4
973,10254,1.0
974,4283,0.8
975,9805,1.2
976,3,0.6
977,7667,1.0
978,7650,1.6
979,13480,0.8
980,11342,1.0
981,3764,2.0
982,6963,1.0
983,4804,2.2
984,15032,0.8
985,12227,0.4
986,3417,0.2
987,1979,1.9
988,2711,1.2
989,5688,0.6
990,2413,1.4
991,10376,1.2
992,9278,0.2
993,9832,0.4
994,12811,0.6
995,6913,0.6
996,2487,0.6
997,568,0.4
998,11606,1.2
999,12797,1.2
1000,6898,1.8
1001,11697,0.8
1002,11750,0.2
1003,545,0.4
1004,5935,1.0
1005,6686,0.6
1006,3325,1.2
1007,7944,1.8
1008,1818,0.8
1009,574,1.0
1010,7807,1.0
1011,940,0.8
1012,13678,1.0
1013,4975,0.6
1014,5191,1.2
1015,1200,0.4
1016,142,0.6
1017,5016,0.8
1018,11025,0.8
1019,13183,0.2
1020,2342,1.2
1021,10110,0.6
1022,10037,0.4
1023,5471,1.2
1024,6731,0.4
1025,13313,1.2
1026,6676,0.2
1027,1008,0.8
1028,11230,1.0
1029,549,0.2
1030,851,0.4
1031,3876,1.2
1032,1444,0.2
1033,1706,1.2
1034,14975,1.2
1035,10135,1.6
1036,2712,0.4
1037,1136,1.2
1038,11720,0.8
1039,2816,1.0
1040,10827,0.4
1041,11315,1.4
1042,9785,0.6
1043,5799,1.4
1044,4599,0.4
1045,11790,1.0
1046,1476,0.8
1047,1068,1.0
1048,3070,0.8
1049,11774,0.4
1050,1507,0.6
1051,3832,1.0
1052,13398,0.8
1053,8525,1.2
1054,5940,0.2
1055,893,0.4
1056,10988,0.8
1057,1417,1.4
1058,1545,1.0
1059,13915,0.4
1060,14873,1.2
1061,4585,1.2
1062,12678,0.4
1063,2495,1.0
1064,5156,1.2
1065,1443,0.8
1066,2921,1.4
1067,329,1.2
1068,427,1.0
1069,14878,1.2
1070,3052,0.2
1071,8436,1.2
1072,5041,0.4
1073,9147,0.2
1074,11999,1.6
1075,8782,0.4
1076,10540,1.0
1077,4629,0.2
1078,1910,1.0
1079,9066,1.0
1080,7617,0.6
1081,13632,0.6
1082,10443,1.0
1083,13526,0.4
1084,8314,0.8
1085,5088,0.4
1086,13822,0.6
1087,11729,1.4
1088,738,0.6
1089,6473,0.2
1090,14492,0.4
1091,6688,0.8
1092,13111,2.0
1093,3928,1.2
1094,9467,1.0
1095,8117,1.6
1096,15019,0.0
1097,671,0.6
1098,14283,1.2
1099,13920,1.2
1100,11850,1.4
1101,4280,1.0
1102,13403,1.0
1103,1203,1.2
1104,5883,0.4
1105,804,1.0
1106,10458,0.4
1107,2496,0.6
1108,4659,0.8
1109,9474,0.6
1110,8863,1.2
1111,4146,1.0
1112,11591,0.6
1113,13473,1.0
1114,11569,0.4
1115,7162,1.2
1116,2304,0.2
1117,4477,0.6
1118,11050,0.8
1119,11562,1.2
1120,7058,1.0
1121,14903,0.6
1122,4919,0.4
1123,1414,1.0
1124,6832,0.8
1125,15059,0.2
1126,991,0.2
1127,13355,1.0
1128,14309,0.6
1129,6067,0.8
1130,1996,0.4
1131,10137,1.0
1132,2752,0.8
1133,598,1.0
1134,8,2.0
1135,13009,0.8
1136,10786,0.8
1137,14674,1.4
1138,4980,0.2
1139,1952,1.0
1140,5634,0.8
1141,7958,0.2
1142,2979,0.6
1143,7528,0.6
1144,6262,1.2
1145,6656,0.6
1146,14797,0.6
1147,723,0.4
1148,11549,0.6
1149,11239,0.6
1150,13036,0.4
1151,14442,0.4
1152,8341,1.0
1153,3479,0.4
1154,11008,0.8
1155,8742,0.4
1156,3985,1.6
1157,4729,0.4
1158,9036,0.2
1159,960,0.2
1160,9654,1.0
1161,3662,1.0
1162,404,0.4
1163,12435,1.2
1164,6055,1.2
1165,13948,0.8
1166,11584,0.6
1167,816,0.0
1168,12754,1.4
1169,5405,0.8
1170,11712,0.0
1171,10730,0.4
1172,12930,1.4
1173,6253,0.6
1174,14527,0.4
1175,6515,0.6
1176,7361,0.2
1177,12523,1.0
1178,12089,1.6
1179,12441,0.8
1180,2603,0.6
1181,9108,1.0
1182,5754,0.4
1183,6168,0.8
1184,206,0.2
1185,11817,0.4
1186,8251,1.2
1187,8517,0.6
1188,12112,1.2
1189,12733,0.8
1190,2553,0.4
1191,9315,1.2
1192,3939,0.6
1193,12738,1.0
1194,14930,1.0
1195,7980,0.8
1196,10855,0.2
1197,4884,1.4
1198,8047,0.4
1199,13317,0.6
1200,2388,0.6
1201,15076,0.6
1202,7043,1.0
1203,4082,0.6
1204,1315,1.0
1205,6941,1.0
1206,8280,0.6
1207,48,0.8
1208,168,1.2
1209,1440,1.2
1210,4071,0.6
1211,7554,0.8
1212,2525,1.0
1213,1177,0.6
1214,14900,0.8
1215,5976,0.6
1216,14449,0.4
1217,774,0.6
1218,3295,0.8
1219,10489,1.0
1220,13641,1.0
1221,7966,0.2
1222,5210,0.4
1223,7409,0.4
1224,10394,1.2
1225,3642,1.2
1226,9761,1.0
1227,13163,0.8
1228,8389,1.0
1229,13668,1.0
1230,13963,0.8
1231,4516,0.2
1232,9838,1.0
1233,6076,0.8
1234,4639,1.6
1235,1698,0.8
1236,10747,0.8
1237,6181,0.6
1238,4313,1.6
1239,5734,0.4
1240,1743,0.8
1241,1471,0.6
1242,2632,1.6
1243,9780,0.2
1244,8816,1.0
1245,3250,1.4
1246,9466,1.2
1247,6504,1.4
1248,5394,1.2
1249,9346,1.0
1250,5937,1.8
1251,7213,1.0
1252,5835,0.6
1253,252,0.2
1254,8427,1.0
1255,2086,1.0
1256,1406,0.2
1257,8290,0.0
1258,3082,1.2
1259,11758,0.6
1260,4703,1.4
1261,6311,0.4
1262,780,0.8
1263,1248,0.8
1264,1506,0.6
1265,14451,0.6
1266,8508,1.2
1267,10310,0.2
1268,13151,1.2
1269,7744,0.8
1270,9672,0.2
1271,8715,0.6
1272,5325,1.0
1273,6966,0.6
1274,3673,0.4
1275,3457,0.6
1276,8518,0.4
1277,11172,0.6
1278,7193,0.6
1279,7353,0.2
1280,3842,0.6
1281,12650,1.2
1282,2758,1.0
1283,5238,1.2
1284,7994,0.8
1285,8492,1.4
1286,3947,1.4
1287,13083,1.6
1288,7190,0.6
1289,7845,0.6
1290,11195,2.2
1291,6349,1.0
1292,1874,1.0
1293,3903,1.0
1294,1167,0.6
1295,3359,0.6
1296,9509,1.0
1297,846,0.6
1298,3230,0.2
1299,10382,0.4
1300,4525,0.2
1301,10095,0.2
1302,7975,1.0
1303,10910,0.9
1304,6994,0.8
1305,8376,0.4
1306,4003,0.8
1307,9697,0.6
1308,8570,1.0
1309,3974,0.0
1310,4888,0.6
1311,12044,1.4
1312,6583,1.4
1313,8360,0.6
1314,1774,0.6
1315,1646,1.2
1316,9085,2.4
1317,7688,0.6
1318,7571,0.6
1319,14517,1.4
1320,1501,0.6
1321,3294,1.0
1322,646,0.8
1323,11521,0.2
1324,1909,0.4
1325,8662,0.2
1326,4492,1.0
1327,13364,1.8
1328,8167,0.6
1329,1487,1.4
1330,7476,0.8
1331,13935,0.6
1332,13617,0.4
1333,14374,1.0
1334,13092,0.8
1335,12921,0.6
1336,14606,0.4
1337,6729,0.8
1338,3869,1.0
1339,4431,1.0
1340,7267,0.4
1341,6978,1.6
1342,3892,0.6
1343,12643,2.6
1344,13790,1.4
1345,12561,0.4
1346,5411,0.2
1347,9639,1.0
1348,13983,0.8
1349,6921,0.6
1350,8212,1.4
1351,7316,1.2
1352,3970,0.2
1353,13309,1.0
1354,14067,0.6
1355,2229,1.2
1356,7654,0.6
1357,2778,0.8
1358,2562,0.6
1359,10970,0.6
1360,6328,0.8
1361,7801,1.0
1362,10387,0.8
1363,13958,0.6
1364,11188,1.0
1365,4867,0.6
1366,2504,1.0
1367,1903,0.4
1368,11076,1.4
1369,5038,1.4
1370,593,1.2
1371,6567,1.0
1372,5046,0.4
1373,12471,0.2
1374,7661,0.6
1375,7244,1.4
1376,493,1.0
1377,12880,0.2
1378,10931,1.2
1379,680,0.6
1380,5432,1.0
1381,309,0.6
1382,1267,0.4
1383,13435,1.4
1384,13015,1.2
1385,12715,0.6
1386,11092,1.0
1387,202,0.4
1388,7076,0.8
1389,8674,0.0
1390,4892,0.6
1391,3305,1.6
1392,9886,1.2
1393,2188,1.6
1394,11098,1.0
1395,3376,1.4
1396,8053,0.4
1397,13671,0.4
1398,4693,0.2
1399,13463,0.6
1400,11965,2.2
1401,12055,1.0
1402,13020,1.0
1403,12102,1.0
1404,5617,1.0
1405,7575,1.0
1406,4815,0.8
1407,13226,0.8
1408,4295,0.8
1409,14118,0.8
1410,11180,1.6
1411,11042,1.8
1412,11630,0.2
1413,1784,0.6
1414,4918,0.6
1415,14254,0.6
1416,1101,0.4
1417,6340,1.4
1418,11337,0.8
1419,13249,0.0
1420,175,0.2
1421,12781,0.6
1422,5294,1.2
1423,2796,0.6
1424,322,1.2
1425,7107,0.6
1426,12109,0.0
1427,10807,0.6
1428,14402,1.2
1429,6693,0.4
1430,5954,0.8
1431,10059,0.6
1432,4705,1.0
1433,14150,0.6
1434,8433,0.6
1435,2989,1.2
1436,467,0.4
1437,1548,1.0
1438,6084,1.0
1439,8945,0.6
1440,9635,0.6
1441,9946,0.4
1442,5850,0.4
1443,6501,0.4
1444,6044,0.2
1445,7602,0.6
1446,2215,1.2
1447,6212,0.2
1448,787,1.0
1449,1517,0.6
1450,10815,0.8
1451,7766,1.0
1452,7069,1.6
1453,1041,1.2
1454,5640,0.2
1455,13736,0.6
1456,386,0.6
1457,10373,1.0
1458,10637,0.8
1459,1692,1.0
1460,14787,0.2
1461,11596,0.6
1462,14820,0.2
1463,215,0.2
1464,14457,0.8
1465,4637,0.6
1466,9577,0.8
1467,13123,1.0
1468,638,1.0
1469,10609,0.6
1470,7962,0.2
1471,8352,0.6
1472,7498,0.4
1473,10866,0.6
1474,11517,1.0
1475,799,1.6
1476,10674,1.2
1477,6902,0.6
1478,569,1.0
1479,14163,0.2
1480,13544,0.2
1481,2478,0.2
1482,14278,1.2
1483,12231,1.0
1484,5741,0.8
1485,4049,0.4
1486,8956,1.4
1487,4974,0.2
1488,10764,0.6
1489,9548,1.2
1490,742,1.2
1491,14562,1.0
1492,571,0.4
1493,719,0.4
1494,10303,0.6
1495,8372,1.0
1496,14708,1.4
1497,14007,0.8
1498,12184,0.6
1499,4230,1.0
1500,7217,1.2
1501,9176,0.2
1502,10930,1.0
1503,7129,1.2
1504,10596,0.2
1505,483,0.8
1506,5928,1.2
1507,6651,1.0
1508,4536,1.6
